Target,Thrust Speed Average,Total thrust force,Screw revolution,Cutter Torque,Screw Torque,Soil Pressure
1,40,33.73,5.6,6.121,1.241,313
1,43,33.63,6,6.161,1.212,312
1,42,33.183,6.5,6.099,1.148,299
1,40,33.28,4.9,6.044,1.085,299
1,45,33.06,6.6,6.065,1.15,301
1,41,32.987,5.3,6.105,1.074,301
1,34,30.309,5.3,5.879,1.106,300
1,41,32.251,4.2,5.847,1.062,307
1,41,32.654,5.8,5.958,1.126,303
1,42,32.651,5.8,6.021,1.08,303
1,41,33.217,4.1,5.983,1.023,311
1,41,32.985,5.9,6.016,1.122,302
1,43,32.627,5.9,6.016,1.11,305
1,42,32.694,5.9,6.004,1.101,304
1,40,32.628,5.9,5.973,1.083,299
1,43,32.755,5.9,5.925,1.096,301
1,34,30.102,5.5,5.854,1.117,304
1,39,31.695,5.8,5.827,1.088,299
1,44,32.021,5.8,5.846,1.1,297
1,42,32.134,5.9,5.891,1.123,299
1,41,32.19,5.9,5.934,1.111,303
1,43,32.015,5.9,5.919,1.083,298
1,42,32.054,5.9,5.914,1.094,302
1,41,31.919,5.9,5.892,1.093,296
1,44,31.824,5.9,5.924,1.086,297
1,40,30.694,6,5.93,1.084,301
1,35,30.303,4.8,5.708,1.096,302
1,43,31.364,5.8,5.781,1.093,300
1,41,31.687,5.9,5.854,1.069,299
1,42,31.714,5.9,5.879,1.074,297
1,42,31.819,5.9,5.864,1.102,303
1,41,31.838,5.9,5.887,1.097,297
1,43,31.95,5.9,5.936,1.087,302
1,42,32.051,5.9,5.909,1.06,295
1,40,32.356,5.9,5.874,1.084,299
1,45,32.481,5.9,5.897,1.113,303
1,34,30.966,4.5,5.816,1.165,315
1,42,32.595,5.7,5.812,1.097,306
1,46,32.798,5.7,5.885,1.103,306
1,43,32.906,5.7,5.944,1.121,306
1,42,33.092,5.7,6.019,1.116,311
1,45,33.011,5.8,6.04,1.093,308
1,43,33.201,5.8,6.016,1.1,310
1,42,33.176,5.9,6.039,1.118,310
1,45,33.237,5.9,6.07,1.113,309
1,38,29.892,5.9,6.144,1.082,302
1,0,2.049,0,5.682,1.011,288
1,29,25.6,3,5.685,0.99,297
1,45,32.597,3.3,5.789,1.018,312
1,45,32.439,4.2,5.868,1.08,306
1,43,32.34,5.4,5.959,1.094,299
1,46,33.065,4.2,6.028,1.098,309
1,44,33.012,5.8,6.116,1.116,301
1,42,32.973,4.4,6.052,1.043,302
1,46,33.11,5.8,6.096,1.065,302
1,43,32.911,5.8,6.095,1.077,302
1,42,33.493,3.5,6.135,1.058,312
1,36,30.522,4,6.032,1.067,313
1,43,32.584,5.7,6.013,1.109,309
1,42,33.397,4.5,6.091,1.078,310
1,44,33.899,5.8,6.211,1.134,314
1,41,34.184,4.6,6.196,1.077,313
1,42,34.333,4.5,6.331,1.075,313
1,44,34.368,5.9,6.286,1.133,315
1,41,34.547,4.8,6.35,1.082,318
1,44,34.521,5.9,6.362,1.151,315
1,42,35.091,4.3,6.358,1.1,318
1,33,32.026,5.3,6.188,1.187,316
1,43,33.437,5.6,6.104,1.144,305
1,42,34.712,4.9,6.249,1.107,318
1,42,33.513,5.8,6.339,1.192,316
1,43,34.265,5.9,6.338,1.212,311
1,41,34.264,5.8,6.345,1.219,310
1,40,34.209,5.8,6.254,1.196,305
1,43,34.243,5.8,6.286,1.174,306
1,41,34.163,5.9,6.257,1.19,308
1,41,34.117,5.9,6.303,1.203,309
1,34,31.565,4.7,6.157,1.228,321
1,40,32.705,5.9,6.017,1.203,303
1,39,34.004,3.6,6.161,1.054,316
1,42,34.146,5.9,6.232,1.182,310
1,39,34.344,4.7,6.272,1.114,315
1,40,34.382,4.9,6.256,1.136,313
1,41,34.695,4.1,6.335,1.096,317
1,40,34.425,5.8,6.324,1.163,311
1,41,34.132,5.9,6.306,1.139,304
1,41,34.099,4.7,6.297,1.088,311
1,33,32.329,5.1,6.271,1.154,318
1,39,32.846,3.9,6.077,1.075,312
1,41,33.773,5.6,6.181,1.134,317
1,38,34.006,4,6.341,1.082,316
1,42,34.234,5.8,6.371,1.162,321
1,41,33.93,5.9,6.382,1.162,310
1,40,33.708,5.9,6.339,1.151,306
1,42,33.746,4.7,6.32,1.113,305
1,40,34.342,4.5,6.367,1.087,319
1,40,33.728,5.8,6.321,1.13,306
1,36,31.112,5.3,6.289,1.129,305
1,39,32.092,5.6,6.104,1.147,303
1,40,32.962,4.6,6.184,1.056,300
1,42,34.01,4.3,6.294,1.014,318
1,40,33.761,4.8,6.326,1.107,307
1,41,33.921,5.6,6.34,1.136,310
1,43,33.53,5.8,6.295,1.126,304
1,40,33.452,5.9,6.351,1.121,302
1,43,33.306,5.3,6.33,1.123,303
1,41,33.416,5.2,6.363,1.129,309
1,34,31.958,4,6.295,1.112,320
1,42,31.789,5.8,6.045,1.193,303
1,39,32.912,3.3,6.178,1.048,308
1,37,33.028,2.8,6.282,1.02,326
1,42,33.003,5.8,6.364,1.164,318
1,39,32.965,5.9,6.296,1.157,302
1,37,32.892,3.3,6.284,1.034,305
1,40,34.036,3.6,6.283,1.025,317
1,40,33.555,6,6.319,1.145,303
1,38,33.789,4,6.298,1.038,306
1,34,31.455,5.6,6.172,1.172,299
1,38,32.732,4.3,6.047,1.053,294
1,39,33.742,4.4,6.144,1.014,304
1,39,33.601,4.1,6.204,1.066,299
1,38,34.203,4.1,6.233,1.051,311
1,40,33.805,4.5,6.276,1.059,298
1,42,34.363,5.3,6.307,1.099,310
1,38,34.46,3.4,6.331,1.064,308
1,43,34.37,6,6.333,1.152,305
1,38,31.925,6.2,6.291,1.123,297
1,0,2.384,0,5.371,0.859,279
1,30,21.838,0,5.397,0.977,314
1,42,27.877,0,5.48,1.175,319
1,41,28.197,0,5.576,1.241,314
1,43,28.614,0,5.591,1.263,310
1,40,28.946,0,5.612,1.271,311
1,40,29.581,0,5.518,1.29,316
1,42,29.929,0,5.512,1.332,325
1,39,30.121,0,5.557,1.264,319
1,40,29.896,0,5.563,1.249,313
1,42,29.77,0,5.572,1.209,309
1,39,29.803,0,5.52,1.208,310
1,33,25.813,0,5.415,1.199,309
1,40,29.519,0,5.454,1.255,310
1,38,30.145,0,5.569,1.23,314
1,41,30.647,0,5.632,1.224,319
1,40,30.69,0,5.623,1.21,316
1,38,30.565,0,5.62,1.207,315
1,41,30.831,0,5.619,1.238,319
1,39,30.673,0,5.654,1.215,317
1,38,30.793,0,5.616,1.236,314
1,34,28.747,0,5.517,1.294,319
1,38,29.615,0,5.462,1.267,313
1,40,30.632,0,5.545,1.297,318
1,43,31.258,0,5.551,1.309,327
1,40,31.617,0,5.686,1.372,335
1,41,31.862,0,5.759,1.356,337
1,43,31.527,0,5.776,1.334,326
1,41,31.293,0,5.723,1.301,321
1,43,31.09,0,5.721,1.26,318
1,43,31.02,0,5.813,1.249,314
1,41,31.102,0,5.772,1.235,313
1,35,28.076,0,5.48,1.29,323
1,42,30.616,0,5.58,1.265,311
1,41,30.848,0,5.687,1.254,310
1,44,30.942,0,5.71,1.231,311
1,42,30.94,0,5.727,1.246,317
1,41,30.717,0,5.795,1.241,312
1,44,30.768,0,5.791,1.218,313
1,43,30.676,0,5.751,1.254,310
1,41,30.523,0,5.662,1.26,312
1,44,30.682,0,5.731,1.242,314
1,35,27.657,0,5.49,1.274,318
1,42,29.5,0,5.527,1.238,307
1,43,30.078,0,5.655,1.232,307
1,41,30.329,0,5.756,1.231,309
1,42,30.564,0,5.743,1.284,311
1,44,30.616,0,5.666,1.296,308
1,41,30.553,0,5.74,1.265,311
1,44,30.389,0,5.835,1.247,308
1,43,30.691,0,5.865,1.25,310
1,41,30.596,0,5.822,1.287,307
1,34,27.005,0,5.619,1.278,316
1,43,29.473,0,5.65,1.231,302
1,41,29.853,0,5.707,1.249,299
1,44,30.17,0,5.716,1.26,303
1,43,30.14,0,5.752,1.241,302
1,41,30.283,0,5.725,1.211,302
1,43,30.297,0,5.766,1.233,300
1,41,30.594,0,5.769,1.212,303
1,42,29.391,0,5.782,1.218,307
1,37,27.868,0,5.518,1.24,304
1,41,29.509,0,5.637,1.209,291
1,42,29.641,0,5.71,1.218,296
1,44,28.603,0,5.795,1.201,296
1,41,30.005,0,5.792,1.222,297
1,42,30.161,0,5.767,1.197,294
1,42,30.473,0,5.695,1.2,303
1,41,30.162,0,5.737,1.193,295
1,41,30.545,0,5.752,1.145,306
1,34,26.826,0,5.445,1.208,305
1,39,29.308,0,5.579,1.114,289
1,41,30.339,0,5.659,1.155,299
1,40,30.638,0,5.65,1.229,311
1,41,30.846,0,5.641,1.256,303
1,44,30.736,0,5.701,1.193,298
1,42,30.716,0,5.7,1.21,299
1,41,30.809,0,5.737,1.189,299
1,43,30.769,0,5.622,1.213,298
1,35,25.862,0,5.775,1.228,306
1,0,4.162,0,5.51,1.007,290
1,33,21.932,0,5.485,1.115,296
1,46,27.131,0,5.567,1.183,292
1,43,28.155,0,5.634,1.24,303
1,46,29.133,0,5.736,1.278,313
1,45,29.902,0,5.797,1.342,326
1,43,29.799,0,5.881,1.23,314
1,47,29.755,0,5.925,1.19,305
1,44,29.496,0,5.93,1.157,296
1,44,29.647,0,5.969,1.145,297
1,47,28.876,0,5.925,1.115,296
1,43,28.865,0,5.933,1.109,288
1,32,26.192,0,5.693,1.177,305
1,44,28.416,0,5.732,1.13,294
1,40,29.94,0,5.791,1.165,320
1,43,29.447,0,5.882,1.108,294
1,41,29.851,0,5.926,1.11,308
1,41,30.089,0,5.93,1.155,313
1,43,29.614,0,5.957,1.121,298
1,42,29.382,0,5.918,1.121,295
1,41,29.424,0,5.919,1.155,293
1,43,29.517,0,5.926,1.123,302
1,34,26.558,0,5.769,1.13,306
1,40,28.316,0,5.742,1.078,296
1,42,29.964,0,5.834,1.063,323
1,42,29.374,0,5.927,1.162,307
1,41,29.018,0,5.972,1.172,301
1,43,28.903,0,5.963,1.183,293
1,40,29.097,0,5.978,1.173,304
1,41,29.409,0,5.956,1.194,310
1,44,28.854,0,5.977,1.171,308
1,42,28.71,0,5.98,1.164,298
1,43,28.701,0,5.989,1.163,295
1,35,25.543,0,5.735,1.154,309
1,42,27.715,0,5.822,1.162,286
1,41,28.643,0,5.894,1.184,304
1,43,28.713,0,5.966,1.139,296
1,34,27.407,0,5.972,1.114,304
1,45,28.388,0,6,1.112,288
1,42,28.483,0,6.024,1.058,290
1,40,29.435,0,6.005,1.066,316
1,45,28.748,0,6.038,1.098,300
1,40,28.002,0,6.021,1.087,292
1,32,25.056,0,5.815,1.124,290
1,39,26.978,0,5.836,1.086,292
1,38,27.713,0,5.885,1.131,293
1,37,28.418,0,5.91,1.08,304
1,41,28.621,0,5.915,1.162,307
1,39,28.237,0,5.95,1.12,304
1,38,28.43,0,5.945,1.127,304
1,39,28.514,0,5.958,1.136,304
1,38,28.676,0,5.949,1.163,312
1,39,28.391,0,5.966,1.15,308
1,34,26.066,0,5.808,1.192,317
1,38,27.465,0,5.836,1.168,304
1,40,27.777,0,5.903,1.145,303
1,40,27.951,0,5.868,1.186,300
1,38,27.778,0,5.887,1.188,303
1,41,27.969,0,5.904,1.192,305
1,40,28.189,0,5.927,1.178,314
1,39,28.358,0,5.953,1.189,313
1,41,28.515,0,5.945,1.194,309
1,41,28.441,0,5.942,1.173,311
1,32,26.685,0,5.778,1.199,322
1,41,27.951,0,5.792,1.21,312
1,39,28.229,0,5.846,1.194,308
1,40,28.584,0,5.933,1.17,310
1,41,28.616,0,5.969,1.203,307
1,39,28.757,0,5.97,1.203,304
1,41,28.775,0,5.957,1.174,304
1,40,28.636,0,5.94,1.152,303
1,40,28.731,0,5.958,1.148,304
1,40,28.756,0,5.938,1.178,300
1,37,27.159,0,5.877,1.183,301
1,39,27.688,0,5.741,1.18,293
1,40,28.292,0,5.842,1.185,290
1,40,28.586,0,5.901,1.179,294
1,40,28.514,0,5.926,1.161,295
1,40,28.508,0,5.946,1.162,294
1,40,28.491,0,5.901,1.179,292
1,40,28.745,0,5.926,1.137,297
1,41,28.843,0,5.93,1.155,298
1,37,27.642,0,5.919,1.186,296
1,0,2.451,0,5.6,1.013,284
1,27,22.532,0,5.622,1.081,309
1,42,27.539,0,5.671,1.162,302
1,41,28.187,0,5.784,1.178,298
1,44,28.489,0,5.86,1.224,298
1,41,28.82,0,5.897,1.258,301
1,41,29.331,0,5.917,1.305,307
1,44,28.741,0,5.949,1.092,301
1,41,28.688,0,5.959,1.071,298
1,42,28.599,0,5.969,1.058,296
1,43,28.883,0,5.953,1.056,302
1,34,26.903,0,5.862,1.11,305
1,41,27.83,0,5.846,1.138,300
1,41,28.607,0,5.872,1.208,304
1,40,28.549,0,5.944,1.114,298
1,42,28.679,0,5.939,1.098,300
1,41,28.693,0,5.955,1.109,294
1,39,28.881,0,5.959,1.12,301
1,43,28.651,0,5.955,1.142,296
1,41,28.52,0,5.969,1.164,301
1,40,28.374,0,5.98,1.139,298
1,37,26.609,0,6.007,1.014,298
1,38,26.713,0,5.829,1.002,303
1,40,27.366,0,5.923,0.98,289
1,42,27.96,0,5.937,1.054,301
1,41,27.859,0,5.947,1.094,296
1,41,27.772,0,5.958,1.043,298
1,43,27.764,0,5.958,1.024,295
1,40,27.584,0,5.974,1.03,288
1,41,28.268,0,5.965,1.019,303
1,42,28.067,0,5.987,1.037,295
1,40,28.258,0,5.965,1.089,304
1,35,26.323,0,5.829,1.179,312
1,41,27.773,0,5.921,1.043,293
1,40,28.196,0,5.976,1.071,301
1,42,27.988,0,5.957,1.096,295
1,41,27.96,0,5.981,1.12,299
1,41,27.783,0,5.987,1.086,291
1,43,27.545,0,6.022,1.068,292
1,41,27.759,0,5.988,1.11,296
1,40,27.512,0,5.997,1.118,289
1,42,28.028,0,5.989,1.121,301
1,32,25.492,0,5.836,1.11,296
1,40,27.012,0,5.878,1.104,285
1,42,27.652,0,5.927,1.068,296
1,41,27.441,0,5.978,1.068,287
1,41,27.459,0,5.963,1.001,291
1,43,27.434,0,5.96,1.056,286
1,39,27.6,0,5.936,1.005,291
1,41,27.754,0,5.95,1.012,292
1,42,27.493,0,5.971,1.034,288
1,39,27.714,0,5.989,1.036,289
1,34,24.999,0,5.875,1.08,293
1,40,27.327,0,5.94,1.047,290
1,39,27.688,0,5.98,1.08,288
1,42,27.881,0,6.007,1.08,292
1,41,27.977,0,5.969,1.083,294
1,40,27.841,0,5.983,1.029,290
1,43,27.744,0,6.031,1.042,292
1,40,27.734,0,6.017,1.054,286
1,40,27.98,0,6.047,1.049,295
1,42,27.876,0,6.057,1.056,288
1,32,25.361,0,5.894,1.078,295
1,40,27.589,0,5.959,1.085,296
1,42,27.446,0,6.01,1.078,285
1,40,27.38,0,6.048,1.072,289
1,41,27.436,0,6.021,1.093,284
1,41,27.732,0,6.024,1.051,292
1,40,27.789,0,6.028,1.056,288
1,40,27.723,0,6.054,1.029,291
1,41,27.61,0,6.03,1.059,287
1,39,27.794,0,6.041,1.05,289
1,31,24.757,0,5.868,1.066,305
1,41,27.112,0,5.934,1.087,292
1,39,27.678,0,5.998,1.095,285
1,41,27.957,0,6.079,1.085,293
1,41,28.008,0,6.094,1.08,291
1,40,27.874,0,6.111,1.069,290
1,41,28.023,0,6.084,1.075,288
1,40,28.032,0,6.09,1.085,285
1,38,28.231,0,6.088,1.037,293
1,31,22.653,0,6.105,1.012,290
1,0,2.696,0,5.854,0.947,281
1,29,21.843,0,5.84,0.954,292
1,43,27.178,0,5.897,1.053,291
1,41,28.122,0,5.943,1.096,293
1,43,27.954,0,6.005,1.078,285
1,42,28.291,0,6.029,1.076,289
1,41,28.396,0,6.035,1.124,288
1,43,28.53,0,6.054,1.198,293
1,42,28.39,0,6.029,1.1,288
1,40,28.112,0,6.03,1.05,282
1,43,28.505,0,6.019,1.055,291
1,32,25.953,0,5.902,1.061,292
1,40,27.866,0,5.921,1.051,285
1,42,28.488,0,5.957,1.055,289
1,40,28.712,0,5.996,1.158,291
1,40,28.503,0,6.015,1.061,288
1,42,28.674,0,5.992,1.037,288
1,39,29.03,0,6.001,1.089,296
1,40,28.84,0,6.022,1.122,293
1,42,28.718,0,6.045,1.07,296
1,40,28.486,0,6.044,1.093,293
1,34,26.404,0,5.929,1.101,292
1,41,27.761,0,5.909,1.144,294
1,40,28.194,0,5.978,1.094,290
1,41,28.406,0,6.015,1.081,290
1,41,28.583,0,6.025,1.076,297
1,40,28.466,0,6.058,1.103,294
1,42,28.228,0,6.075,1.131,294
1,41,28.113,0,6.079,1.091,284
1,39,28.665,0,6.075,1.066,298
1,42,28.666,0,6.083,1.073,294
1,36,27.092,0,6.005,1.09,296
1,39,27.532,0,5.872,1.084,294
1,41,28.307,0,5.947,1.084,294
1,40,28.485,0,6.039,1.11,296
1,39,28.348,0,6.034,1.083,290
1,42,28.535,0,6.02,1.103,297
1,40,28.478,0,6.026,1.087,296
1,40,28.342,0,6.023,1.08,299
1,42,28.22,0,5.996,1.114,291
1,39,28.269,0,6.002,1.084,295
1,39,27.564,0,6.027,1.085,298
1,35,26.878,0,5.897,1.123,300
1,39,28.189,0,5.981,1.115,294
1,41,28.393,0,6.025,1.107,299
1,41,28.387,0,6.059,1.098,299
1,39,28.306,0,6.061,1.123,301
1,41,28.354,0,6.03,1.138,292
1,39,28.608,0,6.023,1.1,301
1,39,28.619,0,5.972,1.094,295
1,41,28.95,0,5.964,1.091,308
1,39,27.912,0,5.95,1.144,302
1,33,27.167,0,5.894,1.15,308
1,41,28.241,0,5.957,1.109,305
1,39,28.376,0,6.036,1.143,299
1,39,28.544,0,6.058,1.137,301
1,41,28.712,0,6.008,1.133,298
1,39,28.61,0,6.035,1.088,297
1,39,28.77,0,6.022,1.104,297
1,41,28.809,0,6.025,1.123,295
1,38,29.003,0,6.037,1.088,301
1,38,27.704,0,6.009,1.108,300
1,34,27.525,0,5.83,1.128,306
1,38,28.693,0,5.929,1.105,301
1,40,28.777,0,5.962,1.103,299
1,40,28.891,0,5.992,1.116,299
1,39,28.914,0,5.978,1.137,294
1,40,29.033,0,5.997,1.099,300
1,40,28.928,0,5.984,1.084,296
1,38,28.877,0,6.018,1.073,301
1,41,29.027,0,5.993,1.115,295
1,37,28.4,0,5.989,1.1,301
1,32,27.309,0,5.819,1.154,304
1,40,28.623,0,5.886,1.131,292
1,38,29.405,0,5.953,1.106,301
1,39,29.286,0,5.969,1.099,299
1,41,29.048,0,6.032,1.101,299
1,38,29.036,0,6.006,1.115,292
1,39,29.143,0,5.998,1.09,300
1,41,29.026,0,5.988,1.104,294
1,38,28.082,0,5.987,1.1,293
1,0,0.31,0,5.494,0.907,284
1,29,21.558,0,5.631,0.987,301
1,41,26.83,0,5.622,1.128,297
1,41,27.344,0,5.697,1.178,292
1,42,27.979,0,5.807,1.179,292
1,41,28.254,0,5.809,1.219,297
1,41,28.196,0,5.783,1.21,294
1,44,27.734,0,5.676,1.074,285
1,40,27.972,0,5.703,0.989,286
1,41,28.609,0,5.708,1.011,299
1,42,28.329,0,5.661,1.033,293
1,32,26.301,0,5.613,1.004,300
1,41,27.651,0,5.525,1,299
1,42,27.879,0,5.647,1.005,290
1,40,28.065,0,5.668,1.037,292
1,42,28.41,0,5.614,1.119,291
1,40,28.809,0,5.702,1.114,299
1,40,28.661,0,5.644,1.015,297
1,42,28.546,0,5.701,1.042,300
1,40,28.161,0,5.729,1.057,291
1,39,28.194,0,5.726,1.013,292
1,35,26.854,0,5.694,1.093,310
1,40,27.426,0,5.631,1.149,300
1,40,27.881,0,5.677,1.15,295
1,43,28.031,0,5.724,1.079,301
1,40,27.788,0,5.725,1.082,295
1,40,27.671,0,5.744,1.067,297
1,42,27.505,0,5.721,1.091,289
1,39,27.882,0,5.729,1.047,299
1,42,27.869,0,5.729,1.068,295
1,42,27.454,0,5.741,1.059,291
1,36,26.31,0,5.715,1.05,294
1,41,26.824,0,5.607,1.07,296
1,40,27.266,0,5.674,1.024,292
1,40,27.494,0,5.707,1.064,292
1,42,27.391,0,5.723,1.079,286
1,40,27.752,0,5.759,1.054,298
1,40,27.504,0,5.753,1.036,295
1,42,27.467,0,5.764,1.077,295
1,40,27.251,0,5.743,1.095,287
1,40,27.412,0,5.747,1.075,296
1,43,27.348,0,5.742,1.074,295
1,34,24.935,0,5.607,1.089,296
1,39,26.754,0,5.678,1.069,292
1,43,27.17,0,5.71,1.065,297
1,40,26.934,0,5.759,1.056,293
1,41,26.849,0,5.695,1.067,289
1,42,26.95,0,5.687,1.118,285
1,39,27.344,0,5.694,1.069,295
1,42,27.244,0,5.731,1.064,296
1,41,27.162,0,5.735,1.078,294
1,40,26.859,0,5.733,1.108,286
1,34,24.766,0,5.601,1.095,296
1,40,26.679,0,5.657,1.088,290
1,39,27.225,0,5.735,1.127,290
1,42,27.33,0,5.766,1.131,294
1,40,27.216,0,5.74,1.072,294
1,40,27.169,0,5.757,1.04,292
1,42,27.089,0,5.769,1.101,289
1,40,27.013,0,5.797,1.105,288
1,39,27.46,0,5.801,1.092,297
1,43,27.072,0,5.788,1.094,293
1,32,24.795,0,5.617,1.114,296
1,40,26.76,0,5.697,1.11,294
1,43,26.701,0,5.741,1.099,292
1,40,26.68,0,5.746,1.082,289
1,41,26.854,0,5.734,1.111,287
1,41,27.185,0,5.75,1.114,294
1,40,27.029,0,5.737,1.074,293
1,43,26.884,0,5.745,1.08,289
1,40,27.078,0,5.722,1.078,288
1,32,26.143,0,5.728,1.104,287
1,35,25.307,0,5.592,1.113,298
1,39,27.121,0,5.681,1.096,286
1,38,27.631,0,5.72,1.089,288
1,42,27.941,0,5.736,1.086,294
1,41,27.744,0,5.736,1.084,291
1,40,27.653,0,5.739,1.075,287
1,41,27.979,0,5.711,1.1,286
1,39,28.322,0,5.644,1.077,293
1,40,28.266,0,5.709,1.078,294
1,27,18.796,0,5.712,1.077,292
0,0,3.978,0,5.453,1.055,276
0,33,21.839,0,5.416,1.082,298
0,51,27.444,0,5.505,1.051,297
0,51,27.707,0,5.613,1.092,295
0,53,27.968,0,5.705,1.171,302
0,51,27.46,0,5.687,1.15,298
0,53,27.285,0,5.665,1.124,284
0,53,27.21,0,5.639,1.094,283
0,51,27.294,0,5.66,1.09,279
0,53,28.083,0,5.649,1.163,301
0,52,28.304,0,5.692,1.183,309
0,39,26.903,0,5.589,1.185,313
0,53,27.862,0,5.555,1.205,310
0,51,28.148,0,5.635,1.239,313
0,51,27.952,0,5.697,1.192,309
0,54,27.984,0,5.687,1.168,305
0,51,27.811,0,5.706,1.184,302
0,51,27.706,0,5.721,1.151,303
0,54,27.688,0,5.732,1.169,310
0,50,27.364,0,5.698,1.173,306
0,54,27.061,0,5.676,1.173,307
0,46,25.647,0,5.609,1.166,302
0,46,25.541,0,5.394,1.139,302
0,52,26.212,0,5.551,1.126,298
0,52,26.332,0,5.643,1.152,298
0,50,26.505,0,5.68,1.148,306
0,53,26.505,0,5.687,1.161,302
0,49,26.73,0,5.636,1.166,307
0,49,26.802,0,5.645,1.137,306
0,53,26.753,0,5.664,1.125,298
0,50,26.649,0,5.682,1.113,300
0,43,25.337,0,5.61,1.115,306
0,50,25.873,0,5.446,1.16,296
0,50,26.257,0,5.609,1.146,294
0,50,26.747,0,5.703,1.123,304
0,52,26.769,0,5.726,1.173,303
0,50,26.57,0,5.829,1.168,303
0,54,26.286,0,5.883,1.144,296
0,52,26.272,0,5.965,1.129,291
0,49,26.296,0,5.965,1.106,296
0,54,26.303,0,5.92,1.152,299
0,43,24.812,0,5.87,1.142,294
0,46,25.323,0,5.714,1.129,294
0,54,25.896,0,5.805,1.141,297
0,50,25.879,0,5.857,1.133,297
0,49,26.063,0,5.882,1.144,295
0,53,25.914,0,5.884,1.143,291
0,49,26.308,0,5.867,1.106,296
0,51,26.409,0,5.879,1.119,294
0,52,26.36,0,5.904,1.151,298
0,49,26.503,0,5.885,1.122,299
0,49,25.367,0,5.904,1.121,300
0,43,25.723,0,5.765,1.154,299
0,49,26.171,0,5.861,1.1,303
0,53,26.022,0,5.878,1.154,296
0,50,26.011,0,5.916,1.091,296
0,49,26.319,0,5.928,1.143,304
0,52,26.408,0,5.954,1.125,302
0,50,26.237,0,5.965,1.144,295
0,50,26.342,0,5.95,1.126,304
0,54,26.142,0,5.951,1.137,299
0,50,25.843,0,5.93,1.147,296
0,39,23.36,0,5.821,1.089,294
0,50,26.331,0,5.905,1.061,305
0,48,26.514,0,5.936,1.151,306
0,50,26.622,0,5.977,1.134,303
0,51,26.535,0,5.94,1.15,301
0,48,26.665,0,5.943,1.149,301
0,51,26.528,0,5.956,1.138,305
0,50,26.669,0,5.956,1.157,309
0,48,26.401,0,5.962,1.157,299
0,40,24.816,0,5.903,1.119,303
0,45,26.328,0,5.812,1.109,306
0,48,26.606,0,5.869,1.124,306
0,51,26.486,0,5.893,1.157,301
0,48,26.782,0,5.872,1.124,305
0,49,26.492,0,5.89,1.178,298
0,51,26.295,0,5.881,1.148,292
0,49,26.214,0,5.894,1.112,294
0,50,26.052,0,5.881,1.069,292
0,45,25.257,0,5.843,1.064,296
0,0,3.014,0,5.527,0.804,280
0,35,20.933,0,5.535,0.943,295
0,50,26.767,0,5.599,1.069,295
0,53,27.086,0,5.681,1.125,295
0,53,27.138,0,5.738,1.133,294
0,51,27.218,0,5.764,1.153,300
0,39,24.999,0,5.539,1.18,301
0,53,27.046,0,5.655,1.188,303
0,51,27.058,0,5.725,1.166,296
0,54,26.828,0,5.782,1.161,291
0,41,25.881,0,5.713,1.154,296
0,52,27.19,0,5.746,1.14,293
0,36,24.932,0,5.576,1.166,313
0,52,27.115,0,5.639,1.167,303
0,51,27.48,0,5.718,1.112,296
0,54,27.361,0,5.78,1.078,288
0,51,27.466,0,5.8,1.081,298
0,53,27.083,0,5.8,1.106,293
0,53,26.738,0,5.808,1.083,289
0,51,26.925,0,5.748,1.102,295
0,53,26.915,0,5.748,1.08,295
0,44,25.561,0,5.739,1.095,296
0,46,25.946,0,5.605,1.096,299
0,54,26.097,0,5.689,1.117,293
0,51,26.129,0,5.752,1.093,287
0,51,26.269,0,5.782,1.115,291
0,54,26.308,0,5.775,1.092,294
0,51,26.27,0,5.762,1.092,292
0,51,26.346,0,5.755,1.103,294
0,54,26.548,0,5.725,1.082,294
0,51,26.535,0,5.727,1.07,290
0,41,24.578,0,5.679,1.106,293
0,51,25.852,0,5.514,1.112,300
0,50,25.842,0,5.632,1.083,289
0,52,26.325,0,5.676,1.087,293
0,53,26.47,0,5.695,1.113,299
0,51,25.976,0,5.675,1.132,288
0,52,25.999,0,5.651,1.093,295
0,53,25.982,0,5.642,1.132,288
0,50,26.229,0,5.656,1.065,295
0,53,26.559,0,5.687,1.079,300
0,43,24.843,0,5.672,1.11,296
0,47,25.453,0,5.515,1.083,296
0,54,25.876,0,5.584,1.112,292
0,51,26.237,0,5.665,1.118,300
0,51,26.074,0,5.673,1.126,297
0,54,26.015,0,5.682,1.135,294
0,50,26.034,0,5.641,1.119,293
0,51,26.13,0,5.663,1.089,292
0,52,26.137,0,5.67,1.077,294
0,51,26.196,0,5.689,1.109,297
0,43,24.544,0,5.644,1.11,289
0,49,25.267,0,5.519,1.104,293
0,49,25.844,0,5.652,1.097,297
0,54,25.949,0,5.708,1.126,295
0,51,25.832,0,5.732,1.112,291
0,49,26.108,0,5.726,1.088,296
0,53,26.154,0,5.733,1.103,295
0,50,25.976,0,5.74,1.088,291
0,51,26.133,0,5.755,1.11,298
0,52,26.017,0,5.74,1.115,298
0,41,24.329,0,5.695,1.124,294
0,48,25.293,0,5.611,1.106,290
0,53,25.452,0,5.692,1.13,290
0,49,25.916,0,5.704,1.08,296
0,53,26.07,0,5.737,1.113,296
0,51,26.154,0,5.705,1.098,298
0,49,26.408,0,5.72,1.125,297
0,54,26.023,0,5.702,1.131,290
0,50,26.285,0,5.713,1.091,297
